




KGOBADI CIVILS BUILDING AND CONSTRUCTION MANAGEMENT;0765081849;kgobadis@webmail.co.za;





WATERSURE;0312426800;info@cig.co.za;





M R C READYMIX CONCRETE;0515269906;;





UNIVERSAL CRANE HIRE CC;0723360064;universalcranehire1@gmail.com;





JHONSON GROUP CONSTRUCTION;0110754334;;





VISNET GROUP OF COMPANIES;0835962239;visnet@vodamail.co.za;





GREEN ENVIRONMENT GROUP;0414502002;info@greenenvironmentgroup.co.za;





ZAKARIYAA SECURITY SERVICES;0538714809;;





U G U ENGINEERING SOLUTIONS CC;0216715818;;





MRTARPAVE;0710084981;mrtarpave@gmail.com;





NOR;0113076992;jannorbrealestate@gmail.com;





PHILCOL ROOFING & WATERPROOFING CONSULTANTS & CONTRACTORS (PTY) LTD;0314659234;pbrassel@mweb.co.za;





LINDEN CONSTRUCTION CC;0118881147;;





SM TSALACH CONSTRUCTION AND PROJECTS;0110361200;info@tsalachconstruction.co.za;





GT CHAANE QUANTITY SURVEYORS AND PROJECT MANAGERS CC;0183810050;;





ZUYA BUSINESS ENTERPRISES;0123454529;zuyabe@telkomsa.net;





HANSA AND ASSOCIATES;0117334519;hansaassociates@gmail.com;





ACTIVE SCANNING;0116165058;ACTIVESCANNING@TELKOMSA.NET;





MR MAKE IT CONSTRUCTION AND CLEANING SERVICES;0760899406;info@mrmakeitconstructionandcleaningservices.co.za;





SAVANHA CONSTRUCTION;0157930009;info@savanhacon.com;





POWER CONSTRUCTION;0126218000;general@powergrp.co.za;





MURANDU BUILDING SOLUTIONS (JHB);0826880976;enquiries@murandu.co.za;





STREETSAFE (PTY) LTD;0123482607;info@streetsafe.co.za;





ROBERTSON AND POOLE CONSTRUCTION;0339400046;alison@rpcon.co.za;





THULS CONSTRUCTION;0817661113;;





TOP DOG CONSTRUCTION;0396821061;admin@topdogconstruction.co.za;





ALL 4 ALL BUILDING CONSTRUCTION;0113391206;info@all4all.co.za;





DURA-TECH SERVICES;0413672735;;





ARJ CONSTRUCTION;0829081255;;





TERBLANCHE;0415835730;;





MOLADI ? CONSTRUCTION TECHNOLOGY;0846574028;;





MBALATI AND MAHLANGU CONSTRUCTION CC;0728346471;;





ANDILE AMAHLUBI CONSTRUCTION;0739481143;andileamahlubi@gmail.com;





CONSTRUCTION SOUTH AFRICA;0318360787;info@constructionsouthafrica.co.za;





SONSKYN BOUERS;0227135529;sonskynbouers@gmail.com;





BM MOLEFI PROPERTIES (PTY) LTD;0114847136;;





ROBS INVESTMENT HOLDINGS (PTY) LTD;0514300688;admin@robsinvestment.co.za;





A AND M CONTRACTORS AND SERVICES;0413600671;;





DOUBELL MACHINES;0415859060;sales@makebricks.co.za;





RIETI ATESSA CONSTRUCTION PTY LTD;0315613960;;





LINDEN CONSTRUCTION CC;0118881147;;





SM TSALACH CONSTRUCTION AND PROJECTS;0110361200;info@tsalachconstruction.co.za;





GT CHAANE QUANTITY SURVEYORS AND PROJECT MANAGERS CC;0183810050;;





ZUYA BUSINESS ENTERPRISES;0123454529;zuyabe@telkomsa.net;





HANSA AND ASSOCIATES;0117334519;hansaassociates@gmail.com;





ACTIVE SCANNING;0116165058;ACTIVESCANNING@TELKOMSA.NET;





MR MAKE IT CONSTRUCTION AND CLEANING SERVICES;0760899406;info@mrmakeitconstructionandcleaningservices.co.za;





SAVANHA CONSTRUCTION;0157930009;info@savanhacon.com;





POWER CONSTRUCTION;0126218000;general@powergrp.co.za;





MURANDU BUILDING SOLUTIONS (JHB);0826880976;enquiries@murandu.co.za;





STREETSAFE (PTY) LTD;0123482607;info@streetsafe.co.za;





MELTON ADHESIVES;0315005575;info@melton.co.za;





HK TRANSKUNENE CONSULTING SERVICES AND ASSOCIATES;061220640;;





PARALO CONTRUCTION AND RENOVATIONS;065232002;nepolow@yahoo.co.uk;





SHOTCRETE NAMIBIA;0811292328;;





OTJOMUISE GROUP;065231877;;





RIVOLI ENGINEERING AND CONSTRUCTION NAMIBIA;061271642;info@rivoli.com.na;





TUKULENI PROPERTY INVESTMENT CC;064461379;;





OTJOMUISE GROUP;061231673;;





KNIGHTS CONSTRUCTION CC;064406823;gary@mweb.com.na;





MRL CONSTRUCTION;061249565;info@mrlconstruction.co;





LUSHY CONSTRUCTION CC;066252216;Lu.shy@live.com;





WEST COAST BUILDERS AND RENOVATIONS;064200541;wcbuilder@iway.na;





W L D CONSTRUCTION AND CIVILS;066252233;namwills@iway.na;





VERDA CONSTRUCTION;064209222;danver@mweb.com.na;





MOLOGADI A NAPE BUSINESS ENTERPRISE (PTY) LTD;0215571068;;





LT BHENGU DESIGN STUDIO;0760588093;;





SCRIBANTE CONCRETE (PTY) LTD;0414870118;;





CABEA CONSTRUCTION AND SERVICES CC;0730984492;;





PERFORMANCE PLANT HIRE;0113125069;midrand@pph.co.za;





CONCOR HOLDINGS (PTY) LTD;0114952100;;





UHURU ENGINEERING PROJECTS CONSULTING;0118682372;pheko@uhuruprojects.co.za;





NINCON;0765420429;;





MONKSANNAH CONSTRUCTION;0125482304;;





IMPELA BUILDING CONSTRUCTION;0119411653;;





KHULANE QUALITY CONSTRUCTION CC;0132445017;;





OPM CONTRACTORS;0825855995;;





TSA LEGAE TRADING;0184623877;;





STEFANUTTI STOCKS;0317910560;;





KHOSI DEVELOPMENT AND CONSTRUCTION;0333422723;kdac@telkomsa.net;





A1 EMERGENCY ELECTRICIANS;0125480716;a1emergency@worldonline.co.za;





DYTESO (PTY) LTD;0413781035;;





M A TAMELA;0218282804;moonlightelectricalservice@webmail.co.za;





SIMPLY THE BEST CONSTRUCTION;0836401958;;





MOHULO CONSTRUCTION AND PROJECTS;0118558563;mohulo@gmail.com;





TUCANA KONSTRUKSIE;0139322732;pdup@tucana.co.za;





TUCANA KONSTRUKSIE B K;0139320083;pdup@tucana.co.za;





WARCON PROJECTS;0824424260;;





PF PROJECTS;0218544649;Francois@pfprojects.biz;





CARLITOS PV (PTY) LTD;0723680982;;





PAVECON;0117289722;;





MCC NINETEENTH METALLURGICAL CORPORATION NAMIBIA;061309033;;





AFRIBIZ INVESTMENT (PTY) LTD;0118860237;;





MANDLA MLANGENI QUANTITY SURVEYORS CC;0117821330;Lebo@mmqs.co.za;





FIELD AUTO ELECTRICAL;0136560918;faemp2@telkomsa.net;





BUSY ANT BUILDING CONSTRUCTION;0768482927;;





JOYFUL ATTEMPT CONSTRUCTION;0127718948;;





DONGO PROJECTS;0110429340;real.itsolutions22@gmail.com;





SAVUMA CONSTRUCTION;0586223058;savuma@gmail.com;





XICON HOLDINGS;0315691238;;





PHATSIMANG OUTSOURCING CONSULTING;0538744700;;





NAMPWAZI INVESTMENT CC;061252506;mnpaulus21@gmail.com;





STRIVING MIND TRADING;0118654131;;





CAVROL CONSTRUCTIONS;0837117821;;





WHISTLER ENT. BUILDING;0760776346;;





BATTERIES 4 U;0126538957;;





ELEMANT CIVILS (PTY) LTD;0738728407;thembadyarhiwe@gmail.com;





MAXID'S CONSTRUCTION;0734684323;;





MARANGE PLANT AND MINING;0538410456;info@marange.co.za;





EMTONJENI FINANCIAL SERVICES;0436421087;;





GOLDBERG PERSONNEL;0314670701;;





MAC EDSON COOLING AND HEATING;065240877;macedson@iway.na;





XICON HOLDINGS;0315691238;;





PHATSIMANG OUTSOURCING CONSULTING;0538744700;;





NAMPWAZI INVESTMENT CC;061252506;mnpaulus21@gmail.com;





STRIVING MIND TRADING;0118654131;;





CAVROL CONSTRUCTIONS;0837117821;;





WHISTLER ENT. BUILDING;0760776346;;





BATTERIES 4 U;0126538957;;





ELEMANT CIVILS (PTY) LTD;0738728407;thembadyarhiwe@gmail.com;





MAXID'S CONSTRUCTION;0734684323;;





MARANGE PLANT AND MINING;0538410456;info@marange.co.za;





EMTONJENI FINANCIAL SERVICES;0436421087;;





GOLDBERG PERSONNEL;0314670701;;





MAC EDSON COOLING AND HEATING;065240877;macedson@iway.na;





THE LOWER LIGHT CONSTRUCTION;0114528785;richgain@mweb.co.za;





KINSEY BUILDERS;0213743190;;





BUILDERS HIRE CC;0721033559;buildershire@gmail.com;





KOKOBELO CONSTRUCTION;0117204056;;





BUILCON CC;0118965395;phillip@builcon.co.za;





MOLTINZ CONSTRUCTION;067307093;anele@moltinz.com;





EXAR DEVELOPMENT AND CONSTRUCTION;0213869478;xinwam@exar.co.za;





STRIVING MIND TRADING;0118654131;;





CAVROL CONSTRUCTIONS;0837117821;;





WHISTLER ENT. BUILDING;0760776346;;





BATTERIES 4 U;0126538957;;





ELEMANT CIVILS (PTY) LTD;0738728407;thembadyarhiwe@gmail.com;





MAXID'S CONSTRUCTION;0734684323;;





MARANGE PLANT AND MINING;0538410456;info@marange.co.za;





EMTONJENI FINANCIAL SERVICES;0436421087;;





GOLDBERG PERSONNEL;0314670701;;





MAC EDSON COOLING AND HEATING;065240877;macedson@iway.na;





THE LOWER LIGHT CONSTRUCTION;0114528785;richgain@mweb.co.za;





KINSEY BUILDERS;0213743190;;





BUILDERS HIRE CC;0721033559;buildershire@gmail.com;





KOKOBELO CONSTRUCTION;0117204056;;





BUILCON CC;0118965395;phillip@builcon.co.za;





MOLTINZ CONSTRUCTION;067307093;anele@moltinz.com;





EXAR DEVELOPMENT AND CONSTRUCTION;0213869478;xinwam@exar.co.za;





MASISO GENERAL CONSTRUCTION;0516333354;;





SANYATI NATURE FARM;0836058338;;





WOODLANDS DAIRY (PTY) LTD;0414870087;;





DITEMA ARCHITECTS AND PROJECT MANAGERS (PTY) LTD;0113262366;info@ditemarch.co.za;





MBUCWA CONSTRUCTION CC;0437613318;;





VILITA CONTRACTORS;0782648516;;





M M E MANUFACTURING CO (PTY) LTD;0145921412;;





CHUMASANDE HOLDINGS (PTY) LTD;0437601123;chumasandeholdings@telkomsa.net;





CAPE CONTOURS;0217881202;admin@capecontours.co.za;





VUSANI ENGINEERING SERVICES;0214476361;dawood@vusanigroup.com;





G S G MINING SUPPLIERS;0117046054;gsgmining@global.co.za;





SEA HORSE POOLS (PTY) LTD;0761638174;faniepool@gmail.com;





SOSHA LE MPUMELELO CONSTRUCTION AND PROJECTS;0730431206;soshalempumelelo@gmail.com;





CHANDA MAKANI CONSTRUCTION;0113947755;;





NGODO CONTRACTING SERVICES;0125656631;;





KAMAWEWE DEVELOPMENT CONSULTANTS;0393156284;info@kdce.co.za;





DRIFT LAEZONIA A DIVISION OF DRIFT SUPERSAND (PTY) LTD;0126690560;;





MALUTI MOBILE CRUSHERS CC;0726414448;malutiplanthire@telkomsa.net;





STRATA CIVILS (PTY) LTD;0219050326;;





MAY HOUSEMAN AND ASSOCIATES;0315727412;;





BANTAN TAR AND CIVIL SOLUTIONS;0110796623;tarpro@webmail.co.za;





MANYONI ENGINEERING;0115042769;;





IMVUSA TRADING;0219325153;imvusa.trading2421@gmail.com;





TSHWARISHARO SECHABA PROJECTS AND CONSTRUCTION;0152961502;;





KINGSBOURNE (PTY) LTD;0118861867;contact@kingsbourne.co.za;





MINGEM CONSTRUCTION;0833660022;mingemconstruction@yahoo.com;





NDLOVUZONKE PROPERTY INDUSTRY (PTY) LTD;0836721014;;





INTUTHANE TRADING BUILDING AND CIVILS;0318264671;;





RENOVATORS;0117945184;;





BOS AND PUNT (CAPE) (PTY) LTD;0217120266;;





VAN STRATEN ASSOCIATES CONSULTING ENGINEERS CC;0119073216;;





BUCCLEUGH CONTRACTORS;0448708587;;





P A K CONSTRUCTION;0319026727;pakcon@telkomsa.net;





ATLANTIS MANUFACTURING MANAGEMENT SERVICES (PTY) LTD;0219144939;info@atlantiscorp.co.za;





THOMSON AND VAN ECK (PTY) LTD;0117894320;mail@tv.erand.co.za;





ETHEKWINI AFRICA PROJECTS CC;0315633455;greshen@firstedge.co.za;





HMC PLUMBERS;0113911904;;





REMA ENGINEERING AND INDUSTRIAL SOLUTIONS;0712833324;;





ACTION CONSTRUCTION;0338189498;alliojuan@gmail.com;





P A THATCHERS CC;0219055072;;





SANYATI CONSTRUCTION;0317142000;;





SUIDPUNT CONSTRUCTION;0826459793;;





TSHEGO ARCHITECTURAL AND RECONSTRUCTION PROJECTS (PTY) LTD;0847179058;mahloerens@gmail.com;





AD RENOVATIONS;0621020557;;





WG WEARNE AGGREGATES PIETERMARITZBURG;0829018420;deanyr@wearne.co.za;





PATCON BUILDING AND CIVIL ENGINEERING CONTRACTORS;0314611197;;





BBHD CONSTRUCTION (PTY)LTD;0128070025;;





BABOPHIRIMA HOUSE AND ROADS CONSTRUCTION;0744804199;;





HLOSA-OKU HLE CONSTRUCTION;0398342763;hlosa.construction@webmail.co.za;





FORM-SCAFF - NELSPRUIT;0137581036;formscaff@formscaff.com;





DENEB INVESTMENTS LTD - CAPE TOWN;0214861400;info@deneb.co.za;





G F CONTRACTORS;0824260600;;





STEELEDALE;0118765000;info@steeledale.com;





SARYX ENGINEERING GROUP PTY LTD;0860995105;info@saryx.co.za;





IDWALA LIME DANIELSKUIL;0533848599;lime@idwala.co.za;





PINNACLE RENOVATIONS;0110226579;info@pinr.co.za;





RAY MDLANGATHI CONSTRUCTION;0399741656;constructionray@gmail.com;





ANDILE AMAHLUBI CONSTRUCTION;0739481143;andileamahlubi@gmail.com;





CONSTRUCTION SOUTH AFRICA;0318360787;info@constructionsouthafrica.co.za;





SONSKYN BOUERS;0227135529;sonskynbouers@gmail.com;





BM MOLEFI PROPERTIES (PTY) LTD;0114847136;;





ROBS INVESTMENT HOLDINGS (PTY) LTD;0514300688;admin@robsinvestment.co.za;





A AND M CONTRACTORS AND SERVICES;0413600671;;





A D PAVING;0123351199;arlize@lantic.net;





TRANSNET CAPITAL PROJECTS;0359053900;salie.jacobs@transnetprojects.net;





GIBBS PAINTING SERVICES CC;0314683204;gibbspainting@telkomsa.net;





IRVINE CONSTRUCTION;0833027199;;





ROOS AND ROSSLEE CONSTRUCTION;0176312661;roosenrosslee@lakeumuzi.co.za;





R G A CONSTRUCTION;0215722519;;





O S ENGINEERING CIVILS;0110499943;;





STANFORD BUILDING SERVICES;0719222250;mhindostanford@gmail.com;





TW PROJECTS TILING AND WATERPROOFING SPECIALISTS;0714373057;;





WAYCORP CC;0116601856;wayne@waycorp.co.za;





ZENZULWAZI PLUMBING & CONSTRUCTION CC;0319021905;zenzn@telkomsa.net;





CHILUBA;0116750624;;





RICHARDS;0216862798;;





KHUMALO;0118632206;;





FLORESANDS TRADING (PTY) LTD;0575732772;;





QUICKSTEP CONSTRUCTION;0168894282;;





ACCOLADE CONSTRUCTION (PTY) LTD;0114652612;;





KIVU CIVILS;0313015998;mastaville@gmail.com;





MIKE'S CONSTRUCTION;0724713936;;





SHACON CONSTRUCTION (PTY) LTD;0217038251;smahomed@ymail.com;





KINSEY BUILDERS;0213743190;;





BUILDERS HIRE CC;0721033559;buildershire@gmail.com;





KOKOBELO CONSTRUCTION;0117204056;;





BUILCON CC;0118965395;phillip@builcon.co.za;





MOLTINZ CONSTRUCTION;067307093;anele@moltinz.com;





EXAR DEVELOPMENT AND CONSTRUCTION;0213869478;xinwam@exar.co.za;





MARLEO CONTRACTORS;0219792575;;





NZILANZILANA CONSTRUCTION;0737633376;;





MESH GEAR;0314686898;;





JC EARTH MOVING REPAIRS ROODEPOORT;0117634424;chrisvanl@telkomsa.net;





STEINMULLER ENGINEERING SERVICES (PTY) LTD;0112342114;;





ROBERTS CONSTRUCTION AND FABRICATING;0318264722;;





MTHIYANE CONSTRUCTION AND PLANT HIRE;0319026112;info@mthiyane.co.za;





JC EARTH MOVING REPAIRS PTY KRUGERSDORP;0116605818;;





TIMOCO TRADING ENTERPRISES;0126838839;;





DAMAL CONSTRUCTION;0325331369;;





EMMANUEL MOLEFE BUILDING PROJECTS;0796521896;emmanuelmolefe79@gmail.com;





A - TECH BUILDING CONTRACTORS;0448771408;vanwyk.albert@gmail.com;





LINDIWE AND ZIZIWE GENERAL TRADING;0820415262;;





UMSAMO CONTRACTORS;0215259326;trevor.yabo@hotmail.co.za;





NJC CONSTRUCTION (EDMS) BPK;0437450005;;





M A TAMELA;0218282804;moonlightelectricalservice@webmail.co.za;





SIMPLY THE BEST CONSTRUCTION;0836401958;;





MOHULO CONSTRUCTION AND PROJECTS;0118558563;mohulo@gmail.com;





TUCANA KONSTRUKSIE;0139322732;pdup@tucana.co.za;





TUCANA KONSTRUKSIE B K;0139320083;pdup@tucana.co.za;





WARCON PROJECTS;0824424260;;





PF PROJECTS;0218544649;Francois@pfprojects.biz;





ROUGIER SWAITEK AND ASSOCIATES;0312664800;contact@walkersmith.co.za;





PERIA STEEL CONSTRUCTION;0877549991;;





MSHENGU BUILDING CONTRACTORS;0217854543;;





MUSAVENI ELECTRICAL;0837238894;musaveni.elec@live.com;





PRO AND BEN CONSTRUCTION;0820845901;pmmkhonto@gmail.com;





B C ENGINEERING SUPPLIES;0118925586;bceng@netonline.co.za;





BANTSI CONSTRUCTION AND PROJECTS;0537122832;;





ROUGIER SWAITEK AND ASS;0317645515;contact@walkersmith.co.za;





ALOMNA CONSTRUCTION AND PLANT HIRE;0437450621;alomnaconstructionplanthire@yahoo.com;





GREAT NORTH STRUCTURES;0844000593;;





BHEKI MBEKO BUSINESS ENTERPRISE CC;0317010791;bekimbeko@gmail.com;





BISHI AND KGAU CONSTRUCTION STATIONERY AND CLEANING SERVICES;0119304970;;





MENWE BUILDING CONTSRUCTION;0118277021;;





PHAKAMISA BUILDING CONSTRUCTION;0219871133;phakamisa@gmail.com;





NEWBASE CONSTRUCTION;0603584299;;





NDIKHAPHE CONSTRUCTION;0826344967;ndikhaphe@hotmail.co.za;





FERRE DEVELOPMENT SERVICE;0357531897;halalisani2000@yahoo.com;





JAKOBE KA GQOYI (PTYLTD;0739824582;;





NABARI CONSTRUCTION PTY LTD;0216911427;nabariconstruction3@gmail.com;





CORINT GENERAL TRADING;0315091340;corint.general@gmail.com;





INDO CONTRACTORS CC;0314652018;;





HAKALA CONSTRUCTION;0398320620;;





GREATER LETABA DEVELOPMENT;0153033522;knmathebule@gmail.com;





IGORHA CONSTRUCTION;0393120447;igorha@webmail.co.za;





JERUSHA CONSTRUCTION;0219560223;;





MAYEZEMPILO;0123292380;;





NATIVE CIVIL PROJECTS;0710396106;info@nativecivil.co.za;





LESEDING STEEL AND STRUCTURAL ENGINEERING CC;0127012131;lesedingstl@mweb.co.za;





BUHLEBETFU TRADING;0537121168;ovlkz@polka.co.za;





PATSA CIVIL WORKS AND CONSTRUCTION CC;0514470229;patsacw@gmail.com;





AFRI-DEVO (PTY) LTD;0832695948;info@afridevo.co.za;





ELB EQUIPMENT LTD;0314646522;;





TSHOLETSO PROJECTS;0118056664;;





LAZER AIR BRAKES CC;0117941190;;





BORNWISE CONSTRUCTION AND GENERAL TRADING;0732680378;;





B WHITE ROOFING AND CONSTRUCTION;0612193568;;





SPENMIST ENGINEERING;0128110161;admin@spenmist.co.za;





HYTEC CONSTRUCTION;0318281246;;





KHORONGWE TRADING ENTERPRISE AND PROJECTS;0118815694;khorongwet@workmail.co.za;





LUYENGE BUILDING AND THATCHING CC;0112113700;;





EMPIRE PROJECTS;0312088475;empire786@telkomsa.net;





TIROH CONSTRUCTION;0712021351;;





FORMSCAFF MARGATE;0393171708;formscaff@formscaff.com;





DONZA ELECTRICAL;0792525673;;





FORM-SCAFF;0145382540;roberte@sanitech.co.za;





SIBISI BUILDERS AND CARPENTERS CC;0113331698;sibisi1@telkomsa.net;





TAU PRIDE DEVELOPMENT PROJECT;0214262718;;





KING TY CONSTRUCTION AND TREE FELLING;0110361878;edson@zcmafrica.co.za;





KUMUSI BUILDING MAINTENANCE;0119580978;quotes@kumusibuildings.co.za;





TECHNORESIN;0118921688;marketing@technoresin.com;





GREAT LAKES COTTON CO (PTY) LTD;0113260739;;





DESIGN SCAPE ARCHITECTS;0315634952;;





MZWAKHE STEEL PROJECTS AND CONSTRUCTION SERVICES;0721017716;;





AFRICAN TWO CIVIL AND BUILDING;0312091459;xolaniplukele@yahoo.co.uk;





LUBBE CONSTRUCTION PTY LTD;0118720310;;





ROCK STEEL AND PROJECTS (PTY) LTD;0836565577;;





MOGAKA SECURITY AND CONSTUCTION SERVICES;0116651355;;





ALS RENTAL (WESTERN CAPE);0218721248;;





UZAMILE TRADING CC;0358703176;bmyaka@gmail.com;





MELMOTH FORESTRY SERVICES;0354502890;claudette.vrtimbers@gmail.com;





A D PLAVEISEL;0123310447;;





SCHOEMAN;0219753015;;





ALPHA POOLS;0219141402;;





PRISM ARCHITECTS (PTY) LTD;0152964570;info@prism-arch.co.za;





HADTIIT;0711005658;sean@hadtiit.co.za;





M C CONSTRUCTION;061309545;mcconstruction.ren@gmail.com;





STEFANUTTI STOCKS;0115714300;;





BENVER CIVILS AND PLANT HIRE;0443820828;bjgreyling@telkomsa.net;





BATEMAN EARTHMOVING EQUIPMENT (PTY) LTD;0317003182;;





ISIFEKO CIVILS AND CLEANING SERVICES;0219040313;kanzi@webmail.co.za;





MOKOEPA MOKOENA PROPERTIES (PTY) LTD;0587132199;;





A H S CONSTRUCTION;0822989741;m.sohawan@gmail.com;





VISSER TOOL AND PLANT HIRE;0119694328;visserplant@polka.co.za;





CELIK ENGINEERING MEYERTON;0163620136;info@celikpipeengineering.co.za;





CLYPAC TRADING;0164551328;olivier@clypac.co.za;





JNA PROJECTS;0219821355;;





E L B EQUIPMENT LTD;0185961016;lancec@elbquip.co.za;





MAKHUBU CIVILS CC;0312019990;makhubucivil1@telkomsa.net;





A F GENERAL CONSTRUCTION (PTY) LTD;0419911540;afgconst@mweb.co.za;





TSHWARISHARO SECHABA PROJECTS AND CONSTRUCTION;0152961502;;





KINGSBOURNE (PTY) LTD;0118861867;contact@kingsbourne.co.za;





MINGEM CONSTRUCTION;0833660022;mingemconstruction@yahoo.com;





NDLOVUZONKE PROPERTY INDUSTRY (PTY) LTD;0836721014;;





INTUTHANE TRADING BUILDING AND CIVILS;0318264671;;





RENOVATORS;0117945184;;





BOS AND PUNT (CAPE) (PTY) LTD;0217120266;;





VAN STRATEN ASSOCIATES CONSULTING ENGINEERS CC;0119073216;;





BUCCLEUGH CONTRACTORS;0448708587;;





P A K CONSTRUCTION;0319026727;pakcon@telkomsa.net;





ATLANTIS MANUFACTURING MANAGEMENT SERVICES (PTY) LTD;0219144939;info@atlantiscorp.co.za;





THOMSON AND VAN ECK (PTY) LTD;0117894320;mail@tv.erand.co.za;





ETHEKWINI AFRICA PROJECTS CC;0315633455;greshen@firstedge.co.za;





GUYU CIVILS AND GENERAL SERVICES;0158122531;guyucivil@gmail.com;





BRYCE HUBBARD AND GANN INC;0117891062;bhg@mweb.co.za;





BALGROSITSE GROUP;0183810342;info@balegorositse.co.za;





BRINK AND HEATH CIVILS CC;0278311603;;





JD CONSTRUCTION AND CIVIL ENGINEERING;0314020507;arniks.gokul155@gmail.com;





MA-BLESSEH CONSTRUCTION (PTY)LTD;0760248639;;





TORTUGA TRADING;0114668582;;





IMVUSA TRADING 85 CC;0215524556;info@msdconstruction.co.za;





WW CIVIL AND CONSTRUCTION (PTY) LTD;0573528818;;





LUKHANYISO BUILDING CONSTRUCTION CC;0219080739;lukhanyisocc@gmail.com;





LCP ROOFING (PTY) LTD;0128110452;;





MENWE BUILDING CONTSRUCTION;0118277021;;





PHAKAMISA BUILDING CONSTRUCTION;0219871133;phakamisa@gmail.com;





NEWBASE CONSTRUCTION;0603584299;;





NDIKHAPHE CONSTRUCTION;0826344967;ndikhaphe@hotmail.co.za;





FERRE DEVELOPMENT SERVICE;0357531897;halalisani2000@yahoo.com;





JAKOBE KA GQOYI (PTYLTD;0739824582;;





NABARI CONSTRUCTION PTY LTD;0216911427;nabariconstruction3@gmail.com;





CORINT GENERAL TRADING;0315091340;corint.general@gmail.com;





INDO CONTRACTORS CC;0314652018;;





KHUMALO;0118632206;;





FLORESANDS TRADING (PTY) LTD;0575732772;;





QUICKSTEP CONSTRUCTION;0168894282;;





ACCOLADE CONSTRUCTION (PTY) LTD;0114652612;;





RUMA METALS CC;0164228667;olivier@clypac.co.za;





