PEST CONTROL SPECIALISTS (RASLOW);126561341;;
PIED PIPER (PTY) LTD;824547071;;
A A COBRA PEST CONTROL;119541856;;
PEST CONTROL SHOP;113943942;orders@pestcontrol.co.za;
CLEANING SPECIALIST (WITBANK);828929900;;
EVOSAT (PTY) LTD;;;
RENT A GARDENER (PTY) LTD INCORPORATING RENT A DOMESTIC;861828907;sales@rentagardener.co.za;
STEINER HYGIENE (PTY) LTD;215323045;;
PESTPRO;437367022;;
ECOLAB PTY LTD;514486334;rosemarie.smith@mweb.co.za;
EASTERN CAPE BIRD CONTROL;413684422;willie@ecbird.co.za;
BIDVEST STEINER WADEVILLE;860101180;info@steiner.co.za;
BIOLOGIC (NON TOXIC MOSQUITO REPELLENT);119413038;;
NATIONAL PEST CONTROL;824904696;;
BLUE NIGHTINGALE TRADING;126567689;;
PESTFREE PEST CONTROL;118884371;seanqvdw@mweb.co.za;
PEST CONTROL SPECIALISTS SA (PTY) LTD;186320005;;
TREE WORKS;118848088;info@treeworks.co.za;
BUGS & SPARKS CC;829286148;craig@bugsandsparks.co.za;
WOMEN @ WORK CLEANING SERVICES CC;824994461;women.work@iburst.co.za;
CALIBRE SERVICES GROUP;215562330;info@calibreservices.co.za;
ABSOLUTE PEST CONTROL (WESTERN CAPE);219103512;;
MOLE SPECIALIST;219757851;inusk@mweb.co.za;
PRO-PEST SERVICES;315691516;;
OUTENIQUA ROOFING & MAINTENANCE;448743204;;
PROPEST;139325053;;
ERMELO DOOR CENTRE & HARDWARE;178191512;pls@wam.co.za;
S A HEALTH PROTECTING SERVICES CC;315631183;;
SUPER PEST CONTROL;227142962;;
ONLINE PEST MANAGEMENT CC;114627126;;
KASI PEST CONTROL & PROJECTS;726830246;;
PESTMAC;216375458;pestmac@telkomsa.net;
ALF'S PEST SERVICES;832819559;;
NATS PEST CONTROL & CONSTRUCTION CC;183842954;natspestcontrol@anazi.co.za;
SUPERIOR PEST EXTERMINATORS;319163916;;
PESTWORX;333442175;yvonnem@mweb.co.za;
ZAPTRON PEST SOLUTIONS;214482821;;
PEST CONTROL SPECIALISTS SA (PTY) LTD;186320005;;
GREENMACHINE;116998700;info@sterikleen.co.za;
HUMBA CLEANING AND SECURITY SERVICES;119334824;titchahumba@yahoo.com;
PEST CONTROL;125484086;;
PRO-PEST SERVICES;315691516;;
SUPERCARE SERVICES GROUP;514300237;jhb@supercare.co.za;
NORTH COAST HYGIENE & PEST SERVICES;324564459;;
TSHIDZATE PEST CONTROL & FUMIGATION;843523919;;
PEST & WEED AWAY;538324109;pestandweed@mtnloaded.co.za;
RENT A GARDENER (PTY) LTD INCORPORATING RENT A DOMESTIC;861828907;sales@rentagardener.co.za;
BIRD CONTROL SERVICES;317671463;birdman@global.co.za;
AB PEST CONTROL & CARPET CLEANING;834782260;;
JEHOVAH'S WITNESSES;413738682;;
ENVIROTECH;437221560;;
CLASSIC PEST CONTROL;414575774;;
PINETOWN PEST AND HYGIENE SOLUTION;317029856;;
ALL AREAS PEST CONTROL;832254936;;
J R PEST CONTROL;329441675;info@jrpestcontrol.co.za;
CALIBRE SERVICES GROUP;215562330;info@calibreservices.co.za;
THE EXPERIENCE PEST CONTROL;839572110;;
STEINER ENVIRONMENTAL SOLUTIONS (PTA);125485637;;
OLYMPIC PEST CONTROL;826287800;;
BUGBUSTERS CC;215591570;;
X STERILE INSECT TECHNIQUE (PTY) LTD;229212262;;
BIRD CONTROL SPECIALIST;824450248;aanhuizenw@teldir.co.za;
GKO HEALTH SERVICES (PTY) LTD;282123136;grant@gkohealthservices.com;
PESTATERMITE CC;;;
PINNACLE PEST CONTROL CC;;;
BLUE DOT PROPERTY SERVICES;219761838;;
UPINGTON PEST CONTROL;543311137;;
S W PEST CONTROL;722391755;;
ALF'S PEST SERVICES;832819559;;
PESTWISE CC;317656360;;
ECOLAB (PTY) LTD;313096151;priscilla.chetty@ecolab.com;
ALL AREAS PEST CONTROL;832254936;;
SWAT PEST CONTROL (SOUTHERN CAPE);448770186;sydow@lantic.net;
XCELL ENVIRONMENTAL SERVICES;218571410;;
WOMEN @ WORK CLEANING SERVICES CC;824994461;women.work@iburst.co.za;
BIOPEST;114330216;sales@biopest.co.za;
TWIN PLACE CLEANING SERVICES;766380150;;
CREATE A PERFUME CC;;;
EXPERT HYCARE AND PEST CONTROL SOLUTIONS CC;216921083;expertpestcontrolsolution@gmail.com;
MOLE ZAPPER;217032645;ssigns@ssigns.co.za;
OPA CLEANING SERVICES;731127713;opa_cleaning@yahoo.com;
RAMOSHABA CLEANING AND MAINTENANCE;861727327;rapeccs@telkomsa.net;
PESTNET CC;219758716;;
BAN PEST CONTROL SERVICES;314016162;;
PEST GONE;145941055;;
DEAD-RITE PEST CONTROL;314061029;dpcservices@yahoo.com;
LINLOS INVESTMENTS CC;437224901;linlos@mweb.co.za;
ALLABOUTXPERT;215103170;info@allaboutxpert.com;
ASHBURNE VETERINARY CLINIC;315621040;suzy2000@mweb.co.za;
SA PEST CONTROL ASSN;126548038;admin@pcsib.org.za;
S W PEST CONTROL;722391755;;
SCIENTIFIC HEALTH CARE CC;113943941;customercare@spcs.co.za;
SAMAMPELA PEST;573523532;;
BLOCK OUT INSECT SCREENS;216711520;;
THEUNISSEN;233134981;;
A D P PEST CONTROL;763171736;;
T & I CLEANING SERVICES;848601350;tami81.tm@gmail.com;
PEST-A-MITE;844230212;;
ABSOLUTE CARPET CLEANING AND PEST CONTROL;215570755;valerie@absoluteccp.com;
MOLE SPECIALIST;219757851;inusk@mweb.co.za;
BLESSING PEST CONTROL;114344450;fortunatkajinga@webmail.co.za;
PESTATERMITE CC;123293617;;
A A COBRA PEST CONTROL;119541856;;
DIRANE ENVIRONMENTAL PROJECTS CC;125483203;;
ENVIROTECH;414841938;;
DEAD-RITE PEST CONTROL;314061029;dpcservices@yahoo.com;
PRETORIUS;164226096;;
ALL KILL PEST CONTROL;794986530;;
KHULULEKA PEST CONTROL;117604330;;
ECOLAB PTY LTD;514486334;rosemarie.smith@mweb.co.za;
STOPEST CC;514367542;;
HONEY & HIVE;826553463;;
CENTRAL FUMIGATION;313031010;admin@centralfumigation.co.za;
BUGBUSTERS CC;215591570;;
PESTATERMITE CC;152932851;;
PEST-A-MITE;844230212;;
REAL EXTERMINATORS PEST CONTROLLER & CLEANERS;738078692;info@realexterminators.co.za;
PEST KING (NATAL);314633802;;
ALL AREAS PEST CONTROL;355502930;allareaspc@telkomsa.net;
PEST CONTROL EXPERTS;715906630;info@pestcontrolexperts.co.za;
MOSTERT PEST CONTROL;164231650;vaal@mostertpestcontrol.co.za;
BESTER VOER AND GRAAN (EDMS) BPK;218092500;info@bester.co.za;
MAHALA PEST CONTROL;845611690;;
OPA CLEANING SERVICES;731127713;opa_cleaning@yahoo.com;
EVOSAT (PTY) LTD;214883940;;
MPATI PEST CONTROL;342181877;;
PIED PIPERS CC;117685600;;
ACTIVE FUMIGATION SERVICES;218535920;;
PESTGUARD;363525209;;
KHULULEKA PEST CONTROL;117604330;;
KHABA PEST CONTROL;848915041;;
PEST CONTROL ANYWHERE;769719917;;
QUALITY PEST CONTROL SERVICE;123744782;;
JPL CHEMICALS & PEST CONTROL CC;126674675;;
DON'S PEST CONTROL;739810418;;
SOIL FUMIGATION NELSPRUIT;130047178;;
HYGIENE AND BUGS;219495915;;
ANTI-PEST;835121763;;
CHARLS FUMIGATION SERVICES CC;137125478;;
THE SERVICE COMPANY;861222233;;
EVOLUTION PEST AND HYGIENE SERVICES CC;213710151;info@evolutionpestcontrol.co.za;
IMPILO HYGIENE SERVICES CC;217970510;;
MOLE-AWAY CC;218532180;mwmole@mweb.co.za;
ENVIROTECH;475313779;;
DENNISON;116839559;;
FLICK PEST CONTROL;217882075;accounts@flickpestcontrol.co.za;
SPECTEK;217628468;billyspectek@polka.co.za;
JEHOVAH'S WITNESSES;413738682;;
TECHNOKIL CC;219512424;;
SERVICE MASTER PEST CONTROL MPUMALANGA;132571010;;
NATIONAL PEST CONTROL;824904696;;
SOIL FUMIGATION NELSPRUIT;130047178;;
KILL-A-BUG;116923023;;
VERTE PEST MANAGEMENT;721133804;info@pestsupport.com;
HOUSE OF NARBON CC;;;
FALSE BAY FUMIGATION CC;217855285;;
HUMBA CLEANING AND SECURITY SERVICES;119334824;titchahumba@yahoo.com;
STEINER HYGIENE;215323045;wayneg@steiner.co.za;
SOUTH COAST PEST CONTROL;396822957;pdreyer@venturenet.co.za;
ASTUTE PEST CONTROL;837812857;info@astutepestcontrol.co.za;
TWIN PLACE CLEANING SERVICES;766380150;;
ERASER PEST ELIMINATION SERVICES;827197168;emiddlekoop@gmail.com;
STEINER ENVIRONMENTAL SOLUTIONS (PTA);125485637;;
E P PEST CONTROL CC;415812481;;
PEST CONTROL SPECIALISTS (PTY) LTD;216834980;;
COMBAT PEST CONTROL;842002700;jason@combatpestcontrol.net;
ERMELO DOOR CENTRE & HARDWARE;178191512;pls@wam.co.za;
BUG BUSTER;415823456;;
HAYES PEST CONTROL;414665404;glynishayes@telkomsa.net;
ALL AREAS PEST CONTROL;835378434;gpclassen@telkomsa.net;
FARMHOUSE BILTONG;837708007;judith@farmhousebiltong.co.za;
EXPRESS FUMIGATION SERVICES CC;860449007;office.fumigation@gmail.com;
AFRICA CLEANING SERVICES;861424844;info@acs.co.za;
SOIL FUMIGATION NELSPRUIT;130047178;;
PESTGUARD (PTY) LTD;217061247;;
J C SERVICES;823329696;;
RINAS RENTALS;147633170;;
THE SPECIALISTS HOLDING;116921149;;
AVICE PEST CONTROL;413607043;;
PESTNET CC;219758716;;
LAWDAV DEVELOPMENTS CC;217612406;;
SITE SERVE SERVICES;333433804;;
ENVIROTECH;414841938;;
DIAMANTSTAD PLAAG-EN ONKRUIDBEHEER;538611606;;
ALL ABOUT PROJECT MNG;113272474;;
AAPC PEST CONTROL;861777024;;
ONLINE PEST MANAGEMENT CC;114627126;;
INTUSERV (PTY) LTD;313092718;services@intuthukoholdings.co.za;
ALF'S PEST SERVICES;832819559;;
DIAMOND CITY PEST & WEED CONTROL;828008778;;
VERMINATOR;877029798;info@verminatorpestcontrol.co.za;
PESTROLEC;219825841;;
PESTFREE PEST CONTROL;118884371;seanqvdw@mweb.co.za;
PESCO TABLE VIEW;215572629;;
VERTE PEST MANAGEMENT;721133804;info@pestsupport.com;
PEST CONTROL PROFESSIONALS POTCH CC;568112022;;
PEST DETECTIVES CC;116745397;;
PESTATERMITE CC;;;
ENTOMON TECHNOLOGIES (PTY) LTD;218829164;;
KILL ZONE PEST CONTROL;711679645;;
PASTOLI CHEMICALS;312662977;;
PESTATERMITE CC;137555076;;
PEST CONTROL SPECIALISTS (PTY) LTD;114333570;;
X STERILE INSECT TECHNIQUE (PTY) LTD;229212262;;
HOWICK PEST AND WEED CONTROL;333303625;gold@netfocus.co.za;
FLICK PEST CONTROL;217882075;accounts@flickpestcontrol.co.za;
ECOLAB PTY LTD;514486334;rosemarie.smith@mweb.co.za;
MULTI-PEST SERVICES;217973427;info@multipest.co.za;
NATS PEST CONTROL & CONSTRUCTION CC;183842954;natspestcontrol@anazi.co.za;
PEST CONTROL SPECIALISTS (PTY) LTD;137526038;;
FARMHOUSE BILTONG;837708007;judith@farmhousebiltong.co.za;
T & I CLEANING SERVICES;848601350;tami81.tm@gmail.com;
ECOPOISE PEST & HYGIENE (PTY) LTD;163491841;;
DESIR? PEST CONTROL;839898905;;
PESTATERMITE CC;152932851;;
PESTAGONE CC;413651087;gail@pestagone.co.za;
ENTOMON TECHNOLOGIES (PTY) LTD;218829164;;
MELVILLE PEST CONTROL;825597864;;
VERMUELEN;834193467;;
TRUST FUMIGATION CC;314649372;;
ECOMIST SA (PTY) LTD;114556011;;
COSMOS POST CONTROL CC;715751944;;
PRO-CURE;213931855;;
MAGNETIC PEST CONTROL;766077073;;
WELI CLEANING AND GARDENING SERVICES;514224083;landie@telkomsa.net;
H A K PEST CONTROL;828417634;;
BLUE NIGHTINGALE TRADING 347 (PTY) LTD;126510120;;
STERIKLEEN SERVICES (PTY) LTD;116998600;;
MZANSI PEST CONTROL;720862580;;
DK PEST CONTROL & HYGIENE SERVICES CC;415824583;;
PEST MART CC;117912646;;
G-STONE PEST AND HYGIENE;829458254;mathebe@live.com;
PESTATERMITE CC;152932851;;
PEST CONTROL SPECIALISTS SA (PTY) LTD;186320005;;
PEST KING (NATAL);314633802;;
PEST REPELLERS ULTRASONIC;219312081;info@pestrepellers.co.za;
MOSTERT PEST CONTROL;164231650;vaal@mostertpestcontrol.co.za;
PEST DETECTIVES CC;116745397;;
BUGS & SPARKS CC;829286148;craig@bugsandsparks.co.za;
PEST CONTROL SPECIALIST;215113937;;
PEST STOPPERS & HYGIENE CLEANING CC;215108096;peststoppers@gmail.com;
PEST FREE;413738164;;
ECOLAB (PTY) LTD;413652084;;
BAN PEST CONTROL SERVICES;314016162;;
SINGH IHCA MEMBER SUPREME PEST CONTROL CC;313091601;;
H A K PEST CONTROL;828417634;;
PEST CONTROL SPECIALISTS (PTY) LTD;123181156;;
PESTECH CC;720484364;;
KHABA PEST CONTROL;848915041;;
ALF'S PEST SERVICES;832819559;;
KILL-O-PEST CC;123770467;;
COASTAL PEST CONTROL;399781098;;
KZN PEST CONTROL;357899511;;
TSHWANE PEST CONTROL;128125334;;
MIDDELBURG PLAAGBEHEER BK;132452017;;
OLWETHU BUSINESS ENTERPRISE CC;319095773;olwethube@gmail.com;
CAPE MOLEHEGON CC;217890533;info@cphynz.com;
XCELL ENVIRONMENTAL SERVICES;218571410;;
STEINER HYGIENE;215323045;wayneg@steiner.co.za;
BIOPEST;114330216;sales@biopest.co.za;
THE CLEANING SPESIALIST (EAST LONDON);437260066;;
PEST CONTROL SPECIALISTS (PTY) LTD;216834980;;
RENTOKIL INITIAL (PTY) LTD;415812578;;
TECHNOKIL CC;219512424;technokil@intermail.co.za;
FLICK PEST CONTROL;217882075;accounts@flickpestcontrol.co.za;
RENTOKIL INITIAL (PTY) LTD;357870122;;
HANSROT;839802227;;
MOLE MR GARDEN RESCUE SERVICE;216742780;;
INPEST SERVICES CC;314649388;admin@destiny.co.za;
PATHOGEN SOLUTIONS;333462954;;
PEST EX PEST CONTROL;152931286;pestcontrol@laeveld.com;
THE PEST CONTROLLER;114744910;;
CLEANING SPECIALISTS (WEST COAST);227191380;;
PONGANI'S PEST CONTROL;720429113;;
EXTERMINATORS INC;114731470;;
VERTE PEST MANAGEMENT;721133804;info@pestsupport.com;
PEST CONTROL PROFESSIONALS POTCH CC;568112022;;
ULTRA PEST CONTROL CC;319026239;;
VERMINX;732778613;info.verminex@gmail.com;
PESBAN PEST CONTROL PROFESSIONALS CC;123770014;;
PEST STOPPERS & HYGIENE CLEANING CC;215108096;peststoppers@gmail.com;
E P PEST CONTROL CC;415812481;;
PESTWISE CC;312660164;;
NORTH COAST HYGIENE & PEST SERVICES;324564459;;
ESHOWE PEST CONTROL;837842236;;
PRO-CURE;213931855;;
ONLINE PEST MANAGEMENT CC;114627126;;
AMAGOGGO PEST CONTROL;733188499;;
PESCO PEST CONTROL;219190616;;
EAVESDROP TRADING CC;153072798;;
EASTERN CAPE BIRD CONTROL;413684422;willie@ecbird.co.za;
KILL-A-BUG - RUSTENBURG;832586607;downstream@telkomsa.net;
NORTH COAST PEST CONTROL;315682411;;
HOME LIFE BEE & WASP REMOVERS;218516058;paul@homelifeconstruction.com;
EXPRESS FUMIGATION SERVICES CC;860449007;office.fumigation@gmail.com;
XCELL ENVIRONMENTAL SERVICES;218571410;;
WOMEN @ WORK CLEANING SERVICES CC;824994461;women.work@iburst.co.za;
PEST STOPPERS & HYGIENE CLEANING CC;215108096;peststoppers@gmail.com;
MAFUKULANA CLEANING SERVICES CC;118332464;;
PEST CONTROL SPECIALISTS POLOKWANE;152972392;;
EASTCAPE CLEANING;413642088;jemima@eastcapecleaing.co.za;
QUICKILL PEST ELIMINATION CC;216376500;;
X STERILE INSECT TECHNIQUE (PTY) LTD;229212262;;
GKO HEALTH SERVICES (PTY) LTD;282123136;grant@gkohealthservices.com;
DENNISON;116839559;;
CARPET CARE;747176039;amerwee@hotmail.co.za;
UPINGTON PEST CONTROL;543311137;;
PESTGUARD;363525209;;
PEST CONTROL SPECIALISTS (PTY) LTD;123181156;;
PEST INVADERS;845500811;admin@pestinvader.co.za;
STEINER ENVIRONMENTAL SOLUTIONS;413640016;;
AMALGAMATED PEST INDUSTRIES;123415259;;
PESCO PEST CONTROL;219190616;;
ENVIROS SAN CC;117941091;;
ROXA PEST CONTROL;219191212;;
TSHWANE PEST CONTROL;128125334;;
ALTINGS BEEKEEPERS;822146361;altingjaap2015@telkomsa.net;
PRO-ACTIV PEST SOLUTIONS;766839374;mail@proactivepest.co.za;
ABC PEST CONTROL;333911015;;
EXTERMINATORS INC;114731470;;
DON'S PEST CONTROL;739810418;;
TRIANGLE TIMBER PRODUCTS (PTY) LTD;114251067;;
THE EXPERIENCE PEST CONTROL;839572110;;
EVOSAT (PTY) LTD;214883940;;
PRO-PEST SERVICES;315691516;;
PEST CONTROL SPECIALISTS (PTY) LTD;;;
HANSROT;839802227;;
KWA-ZULU PEST SERVICES;315007024;;
D J PEST CONTROL AND FUMIGATION;;;
STEINER ENVIRONMENTAL SOLUTIONS;215527611;markh@presclean.co.za;
PESTOP;314641477;;
ECOLAB (PTY) LTD;313096151;priscilla.chetty@ecolab.com;
KILL-A-BUG - RUSTENBURG;832586607;downstream@telkomsa.net;
COSMOS PEST CONTROL;125439792;;
PESTOKILL FUMIGATION SERVICES;314030789;pestokill77@gmail.com;
SA HEALTH PROTECTING SERVICES CC;315691641;;
QUALITY PEST CONTROL SERVICE;123744782;;
PEST CONTROL BUREAU;117824723;;
BLUE NIGHTINGALE TRADING;112340164;;
SERVEST HYGIENE;116081888;;
MELVILLE PEST CONTROL;825597864;;
PEST CONTROL SPECIALISTS (PTY) LTD;114333570;;
ROYAL EAGLE CLEANING SERVICES;218382705;royaleagleservices7@gmail.com;
AVICE PEST CONTROL;413607043;;
REMOVALSTORAGE.COM;608283376;tinvendinding@gmail.com;
PIONEER PEST CONTROL;;;
M D A PEST CONTROL;413713968;;
ENVIRO-SAFE;219768966;;
IBHAYI PEST BUSTERS;418187816;garth@ibhayipestbusters.co.za;
QUALITY PEST CONTROL CC;811295195;admin@qpc.com.na;
RENDER;215540845;grant@atlanticcleaning.co.za;
NWK RETAIL LTD-DELAREYVILLE;539481499;;
ECOLAB;413652084;tony.timm@ecolab.com;
ABSOLUTE PEST CONTROL;126621043;marcelandsam@lantic.net;
SA HEALTH PROTECTING SERVICES CC;315691641;;
DEAD ANT PEST CONTROL;762165150;;
PESTWISE CC;313011550;;
VERMUELEN;834193467;;
KGALEBO TRADING;833304348;judask@webmail.co.za;
EASTCAPE CLEANING;413642088;jemima@eastcapecleaing.co.za;
UNIQUE PEST CONTROL;314046519;;
KNOCK OUT PEST CONTROL;114740481;k.o.pestcontrol@vodamail.co.za;
ROYAL EAGLE CLEANING SERVICES;218382705;royaleagleservices7@gmail.com;
PIONEER PEST CONTROL;;;
BLUE DOT PROPERTY SERVICES;219761838;;
PEST CONTROL SPECIALISTS?- BLOEMFONTEIN ?;515223532;info@thespecialists.co.za;
KAMESO TOTAL HYGIENE;724452758;kamesototalhygiene@telkomsa.net;
HANSROT;839802227;;
GOGGO PEST CONTROL;129912557;;
ALL KILL PEST CONTROL;794986530;;
INTUSERV (PTY) LTD;313092718;services@intuthukoholdings.co.za;
DK PEST CONTROL & HYGIENE SERVICES CC;415824583;;
KZN PEST CONTROL;357899511;;
CUSTOM PEST CONTROL;847923293;;
OLYMPIC PEST CONTROL;314040233;;
STEINER HYGIENE (PTY) LTD;182930261;louisey@steiner.co.za;
PEST CLEAR;118272211;;
CHAUP PEST CONTROL CC;127120107;;
THE SERVICE COMPANY;861222233;;
RAMOSHABA CLEANING AND MAINTENANCE;861727327;rapeccs@telkomsa.net;
AVICE PEST CONTROL;413607043;;
HURRICANE PEST CONTROL;825303874;;
PESTNET CC;219758716;;
SITE SERVE SERVICES;333433804;;
GOGGO PEST CONTROL;129912557;;
ALTO KLEEN CC;823956449;info@altokleen.co.za;
ORA FUND MANAGERS;219480322;;
CAPE MOLEHEGON;217890533;;
STOPEST CC;514367542;;
JEHOVAH'S WITNESSES;354741682;;
KZN PEST CONTROL;357899511;;
MAXIMA PEST CONTROL;442726097;;
OLYMPIC PEST CONTROL;314040233;;
JPL CHEMICALS & PEST CONTROL CC;126674675;;
MIDDELBURG PLAAGBEHEER BK;132452017;;
DEAD ANT PEST CONTROL;762165150;;
PONGANI'S PEST CONTROL;720429113;;
MR WEED AND INSECT;136927447;;
TRIANGLE TIMBER PRODUCTS (PTY) LTD;114251067;;
THLOEKO TRADING (PTY) LTD;219030508;;
ALLABOUTXPERT;215103170;info@allaboutxpert.com;
PESTAGONE CC;413651087;gail@pestagone.co.za;
PEST CONTROL SPECIALIST;122524333;;
EAXIA PEST CONTROL;716724712;;
DENNISON;116839559;;
REAL EXTERMINATORS PEST CONTROLLER AND CLEANERS;738078692;realextermpc@gmail.com;
SUPREME PEST CONTROL & HYGIENE SERVICES;233422359;0233422359@efg.co.za;
TECHNOKIL CC;219512424;;
PEST CONTROL SPECIALISTS (PTY) LTD;137526038;;
BLUE NIGHTINGALE TRADING;126567689;;
FARMHOUSE BILTONG;837708007;judith@farmhousebiltong.co.za;
A B C PEST CONTROL;114441057;;
DYNAMIC PEST CONTROL;;;
AFRICA CLEANING SERVICES;861424844;info@acs.co.za;
PEST CLEAR;118272211;;
PEST KING (NATAL);314633802;;
PHILL MEDIC SERVICES CC;437227038;info@phillmedic.com;
BRIGHT AND SPOTLESS CLEANING SERVICES;749417152;itso@brightspotless.co.za;
MOSTERT PEST CONTROL;164231650;vaal@mostertpestcontrol.co.za;
BIDVEST STEINER (PTY) LTD;357870281;anitak@steiner.co.za;
THE SERVICE COMPANY;861222233;;
MAHALA PEST CONTROL;845611690;;
MOLE ZAPPER;217032645;ssigns@ssigns.co.za;
PEST AWAY;446977146;;
PESTWISE CC;315616263;;
TSHIDZATE PEST CONTROL & FUMIGATION;843523919;;
LUKAS;233426038;;
TSHWANE PEST CONTROL;128125334;;
PESTEX PEST CONTROL;317083700;;
COLTEC;116242679;talboteng@mweb.co.za;
QUALITY PEST CONTROL SERVICE;123744782;;
GORDON;317021537;;
ACMILE;117047227;;
MPATI PEST CONTROL;342181877;;
ALL AREAS PEST CONTROL;355502930;allareaspc@telkomsa.net;
RINAS RENTALS;147633170;;
THE SPECIALISTS HOLDING;116921149;;
UNIQUE PEST CONTROL;314046519;;
TERMINATORS PEST CONTROL SERVICES CC;315620652;;
ZIC ZAC CONSTRUCTION & PEST CONTROL;158140083;;
MOLE-AWAY CC;218532180;mwmole@mweb.co.za;
AVICE PEST CONTROL;413607043;;
ALTOKLEEN CC;823956449;;
LAWDAV DEVELOPMENTS CC;217612406;;
PEST MANAGEMENT SERVICES;314648152;desan@absamail.co.za;
PROPEST;139325053;;
PIED PIPERS CC;117685600;;
VAN DYK;157815544;;
HOUSE OF NARBON CC;;;
ALL KILL PEST CONTROL;794986530;;
EAVESDROP TRADING CC;153072798;;
BIOLOGIC (NON TOXIC MOSQUITO REPELLENT);119413038;;
ADVANCED INTEGRATED PEST MANAGEMENT;123461062;aipm@mweb.co.za;
RENTOKIL PEST CONTROL;861117852;info@rentokil.co.za;
A B A PEST CONTROL;769417805;;
MIDDELBURG PLAAGBEHEER BK;132452017;;
PEST CONTROL PROFESSIONALS POTCH CC;568112022;;
STEINER ENVIRONMENTAL SOLUTIONS (PTA);125485637;;
BUGBUSTERS CC;215591570;;
PEST AWAY;446977146;;
SUPERCARE SERVICES GROUP;514300237;jhb@supercare.co.za;
STEINER ENVIRONMENTAL SOLUTIONS (PTY) LTD;215527611;;
BIRD CONTROL SPECIALIST;824450248;aanhuizenw@teldir.co.za;
BUSTABUG;218519007;;
LEVY T/A MEDIKILL;114872013;;
TECHNOKIL CC;219512424;technokil@intermail.co.za;
PIED PIPERS CC;117685600;;
ERMELO DOOR CENTRE & HARDWARE;178191512;pls@wam.co.za;
KHABA PEST CONTROL;848915041;;
PEST CONTROL SPECIALISTS (NELSPRUIT);137526564;;
J K L CLEANING SOLUTIONS;219816959;info@jklcleaning.co.za;
PESTFREE PEST CONTROL;118884371;seanqvdw@mweb.co.za;
KILL-A-BIG WESTERN CAPE;446920215;kabwesterncape@gmail.com;
ECO-SENSE PEST AND HYGIENE SOLUTIONS;219392062;;
WORLD FOCUS PEST CONTROL;315001705;;
MOSTERT PEST CONTROL;164231650;vaal@mostertpestcontrol.co.za;
CREATE A PERFUME CC;;;
C AND K PESTS SOLUTIONS;834587564;info@candkpestsolutions.co.za;
TRUST FUMIGATION CC;314649372;;
QUICKILL PEST ELIMINATION CC;216376500;;
CULLPRO;314648880;wayne@cullpro.co.za;
OPA CLEANING SERVICES;731127713;opa_cleaning@yahoo.com;
DRAKE AND SCULL;118468233;;
PESTBUSTERS (SANDTON & MIDRAND);114742115;;
PESTKILL;396952764;;
E P PEST CONTROL CC;415812481;;
ALL AREAS PEST CONTROL;313040208;allareaspestcontrol@yahoo.com;
FUMIGATION SERVICES;313125379;;
CUSTOM PEST CONTROL;847923293;;
TOTAL HEALTHCARE SERVICES;;bheki@totalhealthcareservices.co.za;
PESTAGONE CC;413651087;gail@pestagone.co.za;
BLESSING PEST CONTROL;114344450;fortunatkajinga@webmail.co.za;
PESTATERMITE CC;123293617;;
AMALGAMATED PEST INDUSTRIES CC;114441038;;
